address,awarding_agency,awarding_agency_link,awarding_agency_ministry,awarding_ministry,company_email,contract_award_price,contract_awarded_to,contract_id,contract_signed_on,contract_title,currency,data_source,estimated_contract_completion_date,tender_description,tender_lot_Numbers,tender_package_no,tender_type
"Paper House
P. O. Box TA 239
Taifa - Accra",Social Security and National Insurance Trust (SSNIT),https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=283,Social Security and National Insurance Trust (SSNIT) /Ministry of Finance,Ministry of Finance,,89600,Paper House,1191,2013-11-29,Printing and Supply of Office Stationery,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1191,2014-01-31,Printing and Supply of Office Stationery,2,GR/SSNIT/GD/0022/2013,NCT
"P. O. Box A137
La-Accra
Ghana",University Of Education Winneba (UCEW),https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1377,University Of Education Winneba (UCEW) /Ministry of Education,Ministry of Education,,135000,Global Eyes Investment Limited,1192,2013-11-18,SUPPLY OF 4X4 STATION WAGON FOR KUMASI AND WINNEBA CAMPUSES,USA Dollar,https://www.ppaghana.org/contractdetail.asp?Con_ID=1192,2014-02-17,Quantity: 3 units,6,UEW/CR/NCT/GDS/2013/04/06,NCT
"P. O. Box A137
La
Accra",University Of Education Winneba (UCEW),https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1377,University Of Education Winneba (UCEW) /Ministry of Education,Ministry of Education,,120000,Global Eyes Investment Limited,1193,2013-11-18,SUPPLY OF PICK-UP FOR THE UNIVERSITY,USA Dollar,https://www.ppaghana.org/contractdetail.asp?Con_ID=1193,2014-02-17,Quantity: 3 UNITS,9,UEW/CR/NCT/GDS/2013/04/09,NCT
"P.O.BOX 5268
ACCRA-NORTH",Ghana Cocoa Board,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1328,Ghana Cocoa Board/Ministry of Finance,Ministry of Finance,,95859,POLYTEX INDUSTRIES LIMITED,1195,2013-11-27,Supply of Black Seedling Polythene Bags,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1195,2014-01-01,Supply of Black Seedling Polythene Bags,2,GCB/PU/SPU/NCT/V1/2013/03,NCT
PMB332 ACCRA-NORTH,Volta River Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=402,Volta River Authority/,,,149444.08,COLOUR PLANET,1196,2013-10-29,PRINTING & SUPPLY OF 2014 CORPORATE DIARIES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1196,,,,"VRA/CSD/RFQ/39890,",NCT
P.O.BOX AN 12321,Volta River Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=402,Volta River Authority/,,,31050,BUCKPRESS LIMITED,1197,2013-07-10,PRINTING & SUPPLY OF 2014 CORPORATE CALENDARS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1197,,,,"VRA/CSD/RFQ/39889,",NCT
P. O. Box 5216 - Accra - North,Ministry of Local Government and Rural Development,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=426,Ministry of Local Government and Rural Development /,,,328320,Japan Motors,1201,2014-01-10,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1201,2014-07-02,,,,
P. O. Box AK 31 - Abokobi,Ministry of Local Government and Rural Development,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=426,Ministry of Local Government and Rural Development /Ministry of Local Government and Rural Development,Ministry of Local Government and Rural Development,,192384,Dev - Pro Consulting Limited,1202,2013-02-21,Study on Hierarchy and Functions of Urban Settlements in Supporting Growth,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1202,2013-07-21,The Government of Ghana has received funding from the World Bank towards the cost of implementation of the Local Government Capacity Support Project (LGCSP) and intends to apply part of the proceeds of this credit to payments under contracts for individual consultants to support project implementation.    The objectives of the project are:  i. To strengthen the intergovernmental fiscal framework;    ii. To strengthen local public financial management and accountility for improved infrastructure and services in urban assemblies; and  iii. To improve citizens’ engagement with urban assemblies and their perceptions of urban management.,,MLGRD/LGCSP/SC/SHF/2012/03,NCT
"P. O. BOX 7617
ACCRA NORTH",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,500843,RANA MOTORS & METAL WORKS ENG. CO LTD,1205,2013-10-28,PROCUREMENT OF VEHICLE TYRESAND BATTERIES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1205,2013-11-28,,"1,2,3",GRA/NCT/02/01/2013,NCT
"P. O. BOX 7617
ACCRA NORH",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,733536,RANA MOTORS & METAL WORKS ENG. CO LTD,1206,2013-10-28,PROCUREMENT OF VEHICLE TYRESAND BATTERIES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1206,2013-11-28,,"4,5,6,7",GRA/NCT/02/01/2013,NCT
"P.O. BOX PMB CT 215 
CANTONMENT, ACCRA",Ministry of Agriculture,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=421,Ministry of Agriculture /Ministry of Agriculture,Ministry of Agriculture,,421401.73,WESTERN AUTOMOBILE CTR. LTD,1207,2013-12-29,PROCUREMENT OF VEHICLES AND MOTORCYCLES FOR PROJECT STAFF,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1207,2014-02-28,"Lot1: 4.5 L Station Wagon/Cross Country Vehicle, Quantity - one (1), Delivery Schedule - 45 days, Bid Security - GHS2,500.00    Lot 2: 3.0 L Station Wagon/Cross Country Vehicles, Quantity - six (6), Delivery Schedule - 45 days, Bid Security - GHS10,000.00    Lot 3: 4×4 Double Cabin Pickups (manual transmission, Quantity: eleven (11), Delivery Schedule - 45 days, Bid Security - GHS8,000.00    Lot 4: 4×4 Double Cabin Pickups (Automatic transmission), Quantity - seven (7), Delivery Schedule - 45 days, Bid Security - GHS5,000.00    Lot 5: 2.5 L Executive Saloon Cars, Quantity - three (3), Delivery Schedule - 45 days, Bid Security - GHS2,500.00    Lot 6: Motorcycles, Quantity - eight (8), Delivery Schedule - 45 days, Bid Security - GHS1,000.00",1,MOFA/GCAP/GE/NCB/2013/01p,NCT
"P.o. Box PMB CT215 
Cantonment
Accra",Ministry of Agriculture,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=421,Ministry of Agriculture /Ministry of Agriculture,Ministry of Agriculture,,820216.68,Western Automobile Ctr. Ltd,1208,2013-12-30,PROCUREMENT OF VEHICLES AND MOTORCYCLES FOR PROJECT STAFF,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1208,2014-02-28,"Ministry of Food and Agriculture  GHANA COMMERCIAL AGRICULTURE PROJECT  (PROJECT ID: Q7760 - GCAP)    PROCUREMENT OF VEHICLES AND MOTORCYCLES FOR PROJECT STAFF  (MOFA/GCAP/GE/NCB/2013/01)    1. The Government of Ghana has received credit from the International Development Association (IDA) and grant from USAID in various currencies towards the cost of Ghana Commercial Agriculture Project (GCAP) and it is intended that part of the proceeds of this credit will be applied for eligible payments for the Procurement of Vehicles and Motorcycles for Project Staff.      Lot 1 4.5 L Station Wagon/Cross Country Vehicles, One(1) unit,Delivery period: 45 Days, Bid Security: GHS2,500.00    Lot2 3.0 L Station Wagon/Cross Country Vehicles six (6) units, Delivery period: 45 Days, Bid Security: GHS10,000.00    Lot3 4x4 Double Cabin Pickups (manual transmission) eleven(11), Delivery Period: 45 Days, Bid Security: GHS8,000.00    Lot4 4x4 Double Cabin Pickups (Automatic transmission), Seven (7) units, Delivery period: 45 Days, Bid Security: GHS5,000.00    Lot5 2.5 L Executive Saloon Cars, Four(4) units, Delivery Period: 45 Days, Bid Security: GHS2,500.00    Lot6 Motorcycles, Eight(8) units, Delivery Period: 45 Days, Bid Security: GHS1,000.00        2. The Procurement Unit of Ministry of Food and Agriculture (MOFA) now invites sealed bids from eligible and qualified bidders for the Supply of vehicles. Bidders may quote for one or all of the lots by purchasing only one Tender Document.  . Bids will be evaluated and contract awarded on lot basis.    3. Bidding will be conducted through the National Competitive Bidding (NCB) procedures specified in the World Bank’s Guidelines: Procurement under IBRD Loans and IDA Credits, dated January 2011 and is open to all bidders from Eligible Source Countries as defined in the Guidelines.    4. Interested eligible bidders may obtain further information from the Office of the Procurement Unit of Ministry of Food and Agriculture located at address “A” and inspect the bidding documents at the address given below from 9:00am to 5:00pm local time on Thursday, July 8, 2013.    5. A complete set of bidding document in English may be purchased by interested bidders on the submission of a written application to the address below and upon the payment of a non-refundle fee of Two hundred and Fifty Ghana Cedis (GH¢250.00) only. The document will be obtained personally and with an application letter.    6. Bids must be delivered to the address ‘A’ below at or before 10.00am, Thursday, August 8, 2013. Bids shall be valid for a period of 180 days after the deadline of bid submission. All bids must be accompanied by a Bid Security in the amount stated in the tle ove. Late bids will be rejected. Bids will be opened in the presence of the Bidders’ representatives who choose to attend Bid Opening at the address B at 10.05 a.m. local time on Thursday, August 8, 2013.    “A”. The address for Delivery of Bids:          Office of the Procurement Unit           WAAPP Block, around Juvenile Court, Riviera Beach         Ministry of Food and Agriculture           Accra.              B. The address for Bid Opening is:  Conference Room of the MOFA Information Resource Centre , Accra in the vicinity of Aglow Agric Products Ltd. and the Greater-Accra Regional MOFA Offices.",2,MOFA/GCAP/GE/NCB/2013/01p,NCT
"P.o. Box PMB Cantonments 215, 
cantonment
Accra",Ministry of Agriculture,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=421,Ministry of Agriculture /Ministry of Agriculture,Ministry of Agriculture,,781007.9,Western Automobile Ctr. Ltd,1209,2013-12-30,PROCUREMENT OF VEHICLES AND MOTORCYCLES FOR PROJECT STAFF,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1209,2014-01-28,"Ministry of Food and Agriculture  GHANA COMMERCIAL AGRICULTURE PROJECT  (PROJECT ID: Q7760 - GCAP)    PROCUREMENT OF VEHICLES AND MOTORCYCLES FOR PROJECT STAFF  (MOFA/GCAP/GE/NCB/2013/01)    1. The Government of Ghana has received credit from the International Development Association (IDA) and grant from USAID in various currencies towards the cost of Ghana Commercial Agriculture Project (GCAP) and it is intended that part of the proceeds of this credit will be applied for eligible payments for the Procurement of Vehicles and Motorcycles for Project Staff.      Lot 1 4.5 L Station Wagon/Cross Country Vehicles, One(1) unit,Delivery period: 45 Days, Bid Security: GHS2,500.00    Lot2 3.0 L Station Wagon/Cross Country Vehicles six (6) units, Delivery period: 45 Days, Bid Security: GHS10,000.00    Lot3 4x4 Double Cabin Pickups (manual transmission) eleven(11), Delivery Period: 45 Days, Bid Security: GHS8,000.00    Lot4 4x4 Double Cabin Pickups (Automatic transmission), Seven (7) units, Delivery period: 45 Days, Bid Security: GHS5,000.00    Lot5 2.5 L Executive Saloon Cars, Four(4) units, Delivery Period: 45 Days, Bid Security: GHS2,500.00    Lot6 Motorcycles, Eight(8) units, Delivery Period: 45 Days, Bid Security: GHS1,000.00        2. The Procurement Unit of Ministry of Food and Agriculture (MOFA) now invites sealed bids from eligible and qualified bidders for the Supply of vehicles. Bidders may quote for one or all of the lots by purchasing only one Tender Document.  . Bids will be evaluated and contract awarded on lot basis.    3. Bidding will be conducted through the National Competitive Bidding (NCB) procedures specified in the World Bank’s Guidelines: Procurement under IBRD Loans and IDA Credits, dated January 2011 and is open to all bidders from Eligible Source Countries as defined in the Guidelines.    4. Interested eligible bidders may obtain further information from the Office of the Procurement Unit of Ministry of Food and Agriculture located at address “A” and inspect the bidding documents at the address given below from 9:00am to 5:00pm local time on Thursday, July 8, 2013.    5. A complete set of bidding document in English may be purchased by interested bidders on the submission of a written application to the address below and upon the payment of a non-refundle fee of Two hundred and Fifty Ghana Cedis (GH¢250.00) only. The document will be obtained personally and with an application letter.    6. Bids must be delivered to the address ‘A’ below at or before 10.00am, Thursday, August 8, 2013. Bids shall be valid for a period of 180 days after the deadline of bid submission. All bids must be accompanied by a Bid Security in the amount stated in the tle ove. Late bids will be rejected. Bids will be opened in the presence of the Bidders’ representatives who choose to attend Bid Opening at the address B at 10.05 a.m. local time on Thursday, August 8, 2013.    “A”. The address for Delivery of Bids:          Office of the Procurement Unit           WAAPP Block, around Juvenile Court, Riviera Beach         Ministry of Food and Agriculture           Accra.              B. The address for Bid Opening is:  Conference Room of the MOFA Information Resource Centre , Accra in the vicinity of Aglow Agric Products Ltd. and the Greater-Accra Regional MOFA Offices.",3,MOFA/GCAP/GE/NCB/2013/01p,NCT
"P.O.Box AN 5216
Accra North
Accra",Ministry of Agriculture,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=421,Ministry of Agriculture /Ministry of Agriculture,Ministry of Agriculture,,571200,Japan Motors Trading Co. Ltd.,1210,2013-11-28,PROCUREMENT OF VEHICLES AND MOTORCYCLES FOR PROJECT STAFF,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1210,2014-01-28,"Lot1: 4.5 L Station Wagon/Cross Country Vehicle, Quantity - one (1), Delivery Schedule - 45 days, Bid Security - GHS2,500.00    Lot 2: 3.0 L Station Wagon/Cross Country Vehicles, Quantity - six (6), Delivery Schedule - 45 days, Bid Security - GHS10,000.00    Lot 3: 4×4 Double Cabin Pickups (manual transmission, Quantity: eleven (11), Delivery Schedule - 45 days, Bid Security - GHS8,000.00    Lot 4: 4×4 Double Cabin Pickups (Automatic transmission), Quantity - seven (7), Delivery Schedule - 45 days, Bid Security - GHS5,000.00    Lot 5: 2.5 L Executive Saloon Cars, Quantity - three (3), Delivery Schedule - 45 days, Bid Security - GHS2,500.00    Lot 6: Motorcycles, Quantity - eight (8), Delivery Schedule - 45 days, Bid Security - GHS1,000.00",4,MOFA/GCAP/GE/NCB/2013/01p,NCT
"P.o. Box PMB CT 215, 
Cantonment, 
Accra",Ministry of Agriculture,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=421,Ministry of Agriculture /Ministry of Agriculture,Ministry of Agriculture,,334002.59,Western Automobile Ctr. Ltd,1211,2013-12-30,PROCUREMENT OF VEHICLES AND MOTORCYCLES FOR PROJECT STAFF,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1211,,"Lot1: 4.5 L Station Wagon/Cross Country Vehicle, Quantity - one (1), Delivery Schedule - 45 days, Bid Security - GHS2,500.00    Lot 2: 3.0 L Station Wagon/Cross Country Vehicles, Quantity - six (6), Delivery Schedule - 45 days, Bid Security - GHS10,000.00    Lot 3: 4×4 Double Cabin Pickups (manual transmission, Quantity: eleven (11), Delivery Schedule - 45 days, Bid Security - GHS8,000.00    Lot 4: 4×4 Double Cabin Pickups (Automatic transmission), Quantity - seven (7), Delivery Schedule - 45 days, Bid Security - GHS5,000.00    Lot 5: 2.5 L Executive Saloon Cars, Quantity - three (3), Delivery Schedule - 45 days, Bid Security - GHS2,500.00    Lot 6: Motorcycles, Quantity - eight (8), Delivery Schedule - 45 days, Bid Security - GHS1,000.00",5,MOFA/GCAP/GE/NCB/2013/01p,NCT
"P.O.Box AN 5216
Accra",Ministry of Agriculture,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=421,Ministry of Agriculture /Ministry of Agriculture,Ministry of Agriculture,,53920,Japan Motors Trading Co. Ltd.,1212,2013-11-28,PROCUREMENT OF VEHICLES AND MOTORCYCLES FOR PROJECT STAFF,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1212,2014-01-28,"Ministry of Food and Agriculture  GHANA COMMERCIAL AGRICULTURE PROJECT  (PROJECT ID: Q7760 - GCAP)    PROCUREMENT OF VEHICLES AND MOTORCYCLES FOR PROJECT STAFF  (MOFA/GCAP/GE/NCB/2013/01)    1. The Government of Ghana has received credit from the International Development Association (IDA) and grant from USAID in various currencies towards the cost of Ghana Commercial Agriculture Project (GCAP) and it is intended that part of the proceeds of this credit will be applied for eligible payments for the Procurement of Vehicles and Motorcycles for Project Staff.      Lot 1 4.5 L Station Wagon/Cross Country Vehicles, One(1) unit,Delivery period: 45 Days, Bid Security: GHS2,500.00    Lot2 3.0 L Station Wagon/Cross Country Vehicles six (6) units, Delivery period: 45 Days, Bid Security: GHS10,000.00    Lot3 4x4 Double Cabin Pickups (manual transmission) eleven(11), Delivery Period: 45 Days, Bid Security: GHS8,000.00    Lot4 4x4 Double Cabin Pickups (Automatic transmission), Seven (7) units, Delivery period: 45 Days, Bid Security: GHS5,000.00    Lot5 2.5 L Executive Saloon Cars, Four(4) units, Delivery Period: 45 Days, Bid Security: GHS2,500.00    Lot6 Motorcycles, Eight(8) units, Delivery Period: 45 Days, Bid Security: GHS1,000.00        2. The Procurement Unit of Ministry of Food and Agriculture (MOFA) now invites sealed bids from eligible and qualified bidders for the Supply of vehicles. Bidders may quote for one or all of the lots by purchasing only one Tender Document.  . Bids will be evaluated and contract awarded on lot basis.    3. Bidding will be conducted through the National Competitive Bidding (NCB) procedures specified in the World Bank’s Guidelines: Procurement under IBRD Loans and IDA Credits, dated January 2011 and is open to all bidders from Eligible Source Countries as defined in the Guidelines.    4. Interested eligible bidders may obtain further information from the Office of the Procurement Unit of Ministry of Food and Agriculture located at address “A” and inspect the bidding documents at the address given below from 9:00am to 5:00pm local time on Thursday, July 8, 2013.    5. A complete set of bidding document in English may be purchased by interested bidders on the submission of a written application to the address below and upon the payment of a non-refundle fee of Two hundred and Fifty Ghana Cedis (GH¢250.00) only. The document will be obtained personally and with an application letter.    6. Bids must be delivered to the address ‘A’ below at or before 10.00am, Thursday, August 8, 2013. Bids shall be valid for a period of 180 days after the deadline of bid submission. All bids must be accompanied by a Bid Security in the amount stated in the tle ove. Late bids will be rejected. Bids will be opened in the presence of the Bidders’ representatives who choose to attend Bid Opening at the address B at 10.05 a.m. local time on Thursday, August 8, 2013.    “A”. The address for Delivery of Bids:          Office of the Procurement Unit           WAAPP Block, around Juvenile Court, Riviera Beach         Ministry of Food and Agriculture           Accra.              B. The address for Bid Opening is:  Conference Room of the MOFA Information Resource Centre , Accra in the vicinity of Aglow Agric Products Ltd. and the Greater-Accra Regional MOFA Offices.",6,MOFA/GCAP/GE/NCB/2013/01p,NCT
"P. O. Box CT 2204
Cantonments
Accra",Ministry of Agriculture,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=421,Ministry of Agriculture /Ministry of Agriculture,Ministry of Agriculture,,3870226,Amona Limited,1213,2013-01-20,Rehabilitation GCAP Permanent Office Complexs,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1213,2013-12-20,Rehabilitation GCAP Permanent Office Complex,1,MOFA/GCAP/WK/NCB/2013/01,NCT
"P.O.BOX 227,SOMANYA",University of Ghana Medical School,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1381,University of Ghana Medical School /,,,86871.46,TDK ATLANTIC,1215,2014-02-13,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1215,2014-05-13,,0NE,,
